Nombre,Cargo,Empresa,Fecha Nombramiento,% Derechos Voto,via
"IBAÑEZ FERNANDEZ, JUAN ANTONIO",PRESIDENTE-CONSEJERO DELEGADO,"URBAS GRUPO FINANCIERO, S.A.",04/02/2008,8.855,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08049793
"RAMOS ATIENZA, LUIS",CONSEJERO,"URBAS GRUPO FINANCIERO, S.A.",14/02/2011,0.123,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08049793
"TRES CULTURAS DOS ORILLAS, S.L.",CONSEJERO,"URBAS GRUPO FINANCIERO, S.A.",27/06/2008,5.818,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08049793
"ABELLAN MARTINEZ, JOSEP",CONSEJERO,"COMPANYIA D´AIGÜES DE SABADELL, S.A.",21/03/2013,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08071664
"AYUSO RAYA, JOSEP",CONSEJERO,"COMPANYIA D´AIGÜES DE SABADELL, S.A.",21/03/2013,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08071664
"BIGATA RIBE, FRANCISCO JAVIER",PRESIDENTE,"COMPANYIA D´AIGÜES DE SABADELL, S.A.",02/02/1994,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08071664
"BRIL COMBALIA, JUAN",CONSEJERO,"COMPANYIA D´AIGÜES DE SABADELL, S.A.",25/06/2013,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08071664
CAMARA OFICIAL DE COMERCIO E INDUSTRIA DE SABADELL,CONSEJERO,"COMPANYIA D´AIGÜES DE SABADELL, S.A.",19/12/1994,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08071664
"FERRER PERARNAU, JORDI",CONSEJERO,"COMPANYIA D´AIGÜES DE SABADELL, S.A.",20/07/1995,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08071664
"FIDUCIARIA DEL VALLES, S.A.",CONSEJERO,"COMPANYIA D´AIGÜES DE SABADELL, S.A.",28/02/1994,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08071664
FUNDACIO PRIVADA GREMI DE FABRICANTS DE SABADELL,CONSEJERO,"COMPANYIA D´AIGÜES DE SABADELL, S.A.",14/05/2008,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08071664
"LLONCH ANDREU, JOAN",CONSEJERO,"COMPANYIA D´AIGÜES DE SABADELL, S.A.",30/11/1989,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08071664
"SANCHEZ GARCIA, CRISTIAN",CONSEJERO,"COMPANYIA D´AIGÜES DE SABADELL, S.A.",21/03/2013,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08071664
"SANCHEZ SALINAS, JUAN CARLOS",VICEPRESIDENTE 1º,"COMPANYIA D´AIGÜES DE SABADELL, S.A.",21/03/2013,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08071664
"ECHEGOYEN MORER, VALERO",CONSEJERO,"NYESA VALORES CORPORACION, S.A.",29/04/2011,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08074320
"PERALTA GRACIA, JESUS MARIA",CONSEJERO,"NYESA VALORES CORPORACION, S.A.",27/07/2011,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08074320
"PINEDO TORRES, CARLOS EDUARDO",CONSEJERO,"NYESA VALORES CORPORACION, S.A.",08/04/2010,0.002,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08074320
"RIBERALIA SERVICIOS GENERALES, S.L.",CONSEJERO,"NYESA VALORES CORPORACION, S.A.",19/01/2012,21.032,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08074320
"VALLEJO MONTERO, JUAN MANUEL",PRESIDENTE,"NYESA VALORES CORPORACION, S.A.",29/08/2011,0.027,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08074320
"FERREIRA DE AMORIN, AMERICO",CONSEJERO,"UNION EUROPEA DE INVERSIONES, S.A.",20/12/2006,7.713,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08149957
"GUZMAN GONZALEZ, JOSE ANTONIO",CONSEJERO DELEGADO,"UNION EUROPEA DE INVERSIONES, S.A.",27/06/2006,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08149957
"MARTINEZ-ECHEVARRIA Y GARCIA DE DUEÑAS, ALFONSO",VICEPRESIDENTE,"UNION EUROPEA DE INVERSIONES, S.A.",28/06/2011,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08149957
"MONTUENGA BADIA, JOSE MARIA",VICEPRESIDENTE,"UNION EUROPEA DE INVERSIONES, S.A.",28/06/2011,0.055,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08149957
"NIGORRA COBIAN, LUIS",VICEPRESIDENTE,"UNION EUROPEA DE INVERSIONES, S.A.",28/06/2011,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08149957
"PEREZ JAIME, VICENTE JOSE",PRESIDENTE,"UNION EUROPEA DE INVERSIONES, S.A.",09/10/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08149957
"ALVAREZ JUSTE, JOSE IGNACIO",CONSEJERO,"GRUPO CATALANA OCCIDENTE, S.A.",26/04/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08168064
"ARREGUI LABORDA, FRANCISCO JOSE",SECRETARIO CONSEJERO,"GRUPO CATALANA OCCIDENTE, S.A.",29/01/1998,0.067,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08168064
"COTYP, S.L.",CONSEJERO,"GRUPO CATALANA OCCIDENTE, S.A.",23/02/2012,0.008,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08168064
"ENRICH IZARD, JORGE",CONSEJERO,"GRUPO CATALANA OCCIDENTE, S.A.",04/10/1993,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08168064
"ENRICH SERRA, JORGE",CONSEJERO,"GRUPO CATALANA OCCIDENTE, S.A.",25/06/2009,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08168064
"GUERRERO GILABERT, JUAN IGNACIO",CONSEJERO,"GRUPO CATALANA OCCIDENTE, S.A.",28/04/2011,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08168064
"HALPERN BLASCO, FEDERICO",CONSEJERO,"GRUPO CATALANA OCCIDENTE, S.A.",10/12/1993,0.028,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08168064
"INVERSIONES GIRO GODO, S.L., S.U.",CONSEJERO,"GRUPO CATALANA OCCIDENTE, S.A.",29/11/2007,0.016,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08168064
"JS INVEST, S.L.",VICEPRESIDENTE,"GRUPO CATALANA OCCIDENTE, S.A.",23/02/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08168064
"JUSAL, S.L.",CONSEJERO,"GRUPO CATALANA OCCIDENTE, S.A.",29/04/2010,5.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08168064
"LACANUDA CONSELL, S.L.",CONSEJERO,"GRUPO CATALANA OCCIDENTE, S.A.",29/04/2010,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08168064
"OLANDOR, S.L.",CONSEJERO,"GRUPO CATALANA OCCIDENTE, S.A.",25/04/1996,0.003,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08168064
"SERRA CALDERON, HUGO",CONSEJERO,"GRUPO CATALANA OCCIDENTE, S.A.",27/06/2013,0.005,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08168064
"SERRA FARRE, JOSE MARIA",PRESIDENTE,"GRUPO CATALANA OCCIDENTE, S.A.",31/10/2002,0.383,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08168064
"SOLER SERRA, MARIA ASSUMPTA",CONSEJERO,"GRUPO CATALANA OCCIDENTE, S.A.",24/09/2009,0.150,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08168064
"VILLASA, S.L.",CONSEJERO,"GRUPO CATALANA OCCIDENTE, S.A.",26/06/1997,0.476,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08168064
"ARRAEZ BERTOLIN, IGNACIO JOSE",CONSEJERO,"COMPAÑIA DE INVERSIONES MOBILIARIAS BARCINO, S.A.",29/06/2009,0.033,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08177305
"FERNANDEZ-FLORES SAINZ, MARIA LUISA",PRESIDENTE,"COMPAÑIA DE INVERSIONES MOBILIARIAS BARCINO, S.A.",20/05/2013,25.031,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08177305
"SIERRA GARCIA, ANTONIO",CONSEJERO,"COMPAÑIA DE INVERSIONES MOBILIARIAS BARCINO, S.A.",12/02/2004,0.003,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08177305
"ALEMANY MAS, SALVADOR",PRESIDENTE-CONSEJERO DELEGADO,"ABERTIS INFRAESTRUCTURAS, S.A.",11/05/2009,0.051,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08209769
"ARMENTER VIDAL, MARCELINO",CONSEJERO,"ABERTIS INFRAESTRUCTURAS, S.A.",18/09/2007,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08209769
"COLOMER CASELLAS, CARLOS",CONSEJERO,"ABERTIS INFRAESTRUCTURAS, S.A.",24/07/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08209769
"COSTA CAMPI, MARIA TERESA",CONSEJERO,"ABERTIS INFRAESTRUCTURAS, S.A.",20/03/2013,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08209769
"FAINE CASAS, ISIDRO",VICEPRESIDENTE,"ABERTIS INFRAESTRUCTURAS, S.A.",11/05/2009,0.008,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08209769
"FORNESA RIBO, RICARDO",CONSEJERO,"ABERTIS INFRAESTRUCTURAS, S.A.",24/02/2009,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08209769
"G3T, S.L.",VICEPRESIDENTE,"ABERTIS INFRAESTRUCTURAS, S.A.",29/11/2005,0.288,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08209769
"GUTIERREZ MENDEZ, MIGUEL ANGEL",CONSEJERO,"ABERTIS INFRAESTRUCTURAS, S.A.",30/11/2004,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08209769
"LOPEZ-MONIS GALLEGO, MONICA",CONSEJERO,"ABERTIS INFRAESTRUCTURAS, S.A.",20/03/2013,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08209769
"OBRASCON HUARTE LAIN, S.A.",VICEPRESIDENTE 2º,"ABERTIS INFRAESTRUCTURAS, S.A.",12/12/2012,18.925,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08209769
OHL CONCESIONES S.L.,CONSEJERO,"ABERTIS INFRAESTRUCTURAS, S.A.",12/12/2012,18.241,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08209769
"OHL EMISIONES, S.A. UNIPERSONAL",CONSEJERO,"ABERTIS INFRAESTRUCTURAS, S.A.",12/12/2012,18.241,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08209769
"PABLIS 21, S.L.",CONSEJERO,"ABERTIS INFRAESTRUCTURAS, S.A.",24/04/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08209769
"REYNES MASSANET, FRANCISCO",CONSEJERO DELEGADO,"ABERTIS INFRAESTRUCTURAS, S.A.",08/06/2010,0.006,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08209769
THEATRE DIRECTORSHIP SERVICES ALPHA S.A.R.L.,CONSEJERO,"ABERTIS INFRAESTRUCTURAS, S.A.",25/10/2010,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08209769
THEATRE DIRECTORSHIP SERVICES BETA S.A.R.L.,CONSEJERO,"ABERTIS INFRAESTRUCTURAS, S.A.",25/10/2010,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08209769
"THEATRE DIRECTORSHIP SERVICES GAMA, S.A.R.L.",CONSEJERO,"ABERTIS INFRAESTRUCTURAS, S.A.",25/10/2010,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08209769
"DOMENECH ALVARO, EDUARDO",CONSEJERO,"DOGI INTERNATIONAL FABRICS, S.A.",10/12/1997,0.030,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08276651
"DOMENECH ALVARO, SERGIO",CONSEJERO,"DOGI INTERNATIONAL FABRICS, S.A.",10/12/1997,0.030,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08276651
"DOMENECH GIMENEZ, JOSEP",PRESIDENTE,"DOGI INTERNATIONAL FABRICS, S.A.",10/12/1997,29.531,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08276651
FIATC MUTUA DE SEGUROS Y DE REASEGUROS A PRIMA FIJA,CONSEJERO,"DOGI INTERNATIONAL FABRICS, S.A.",26/05/2005,0.703,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08276651
"FRANQUES RIBERA, CARLOS",CONSEJERO,"DOGI INTERNATIONAL FABRICS, S.A.",14/06/2012,0.016,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08276651
"GERTOCA, S.L.",CONSEJERO,"DOGI INTERNATIONAL FABRICS, S.A.",27/06/2011,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08276651
"LOS CLASICOS Z, S.L.",CONSEJERO,"DOGI INTERNATIONAL FABRICS, S.A.",29/10/2010,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08276651
"ALVAREZ GOMIS, ALFREDO",CONSEJERO,"UNION CATALANA DE VALORES, S.A.",10/07/2003,0.254,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08483257
"CALSINA GOMIS, JOAQUIN",CONSEJERO,"UNION CATALANA DE VALORES, S.A.",10/07/2003,0.002,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08483257
"GIL PEREZ, ANTONIO",CONSEJERO,"UNION CATALANA DE VALORES, S.A.",29/06/2012,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08483257
"GOMIS PERERA, Mª ASUNCION",CONSEJERO,"UNION CATALANA DE VALORES, S.A.",03/07/2008,11.368,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08483257
"GOMIS PINTO, ENRIQUE",PRESIDENTE-CONSEJERO DELEGADO,"UNION CATALANA DE VALORES, S.A.",26/06/2003,0.008,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08483257
"PINTO PRAT, MARIA LORETO",CONSEJERO,"UNION CATALANA DE VALORES, S.A.",21/12/1988,0.008,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08483257
"CASTELLO EGEA, SONIA",LIQUIDADOR,"INVERPYME, S.C.R. DE REGIMEN COMUN, S.A. BAJA 12/07/2013",25/06/2013,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08644601
"IPME 2012, S.A.",LIQUIDADOR,"INVERPYME, S.C.R. DE REGIMEN COMUN, S.A. BAJA 12/07/2013",25/06/2013,28.951,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08644601
"JULIA BARCELO, JOSEP",LIQUIDADOR,"INVERPYME, S.C.R. DE REGIMEN COMUN, S.A. BAJA 12/07/2013",25/06/2013,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08644601
"AURIN PARDO, EVA",CONSEJERO,"CAIXABANK, S.A.",26/06/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08663619
"BASSONS BONCOMPTE, MARIA TERESA",CONSEJERO,"CAIXABANK, S.A.",26/06/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08663619
CAJA DE AHORROS Y MONTE DE PIEDAD DE NAVARRA,CONSEJERO,"CAIXABANK, S.A.",20/09/2012,1.102,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08663619
"ESTAPE TOUS, ISABEL",CONSEJERO,"CAIXABANK, S.A.",06/09/2007,0.007,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08663619
"FAINE CASAS, ISIDRO",PRESIDENTE,"CAIXABANK, S.A.",07/05/2009,0.014,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08663619
"GABARRO SERRA, SALVADOR",CONSEJERO,"CAIXABANK, S.A.",06/06/2003,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08663619
"GALLARDO TORREDEDIA, SUSANA",CONSEJERO,"CAIXABANK, S.A.",06/09/2007,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08663619
"GODO MUNTAÑOLA, JAVIER",CONSEJERO,"CAIXABANK, S.A.",02/05/2005,0.029,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08663619
"IBARZ ALEGRIA, JAVIER",CONSEJERO,"CAIXABANK, S.A.",26/06/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08663619
"LI , DAVID K.P.",CONSEJERO,"CAIXABANK, S.A.",06/09/2007,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08663619
"LLOBET MARIA, MARIA DOLORES",CONSEJERO,"CAIXABANK, S.A.",07/05/2009,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08663619
"LOPEZ BURNIOL, JUAN JOSE",CONSEJERO,"CAIXABANK, S.A.",12/05/2011,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08663619
"MINC , ALAIN",CONSEJERO,"CAIXABANK, S.A.",06/09/2007,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08663619
"MONTE DE PIEDAD Y CAJA DE AHORROS SAN FERNANDO DE GUADALAJARA, HUELVA, JEREZ",CONSEJERO,"CAIXABANK, S.A.",20/09/2012,1.056,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08663619
"NIN GENOVA, JUAN MARIA",VICEPRESIDENTE-CONSEJERO DELEGADO,"CAIXABANK, S.A.",12/05/2011,0.008,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08663619
"REED , JOHN S.",CONSEJERO,"CAIXABANK, S.A.",03/11/2011,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08663619
"RODES CASTAÑE, LEOPOLDO",CONSEJERO,"CAIXABANK, S.A.",30/07/2009,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08663619
"ROSELL LASTORTRAS, JUAN",CONSEJERO,"CAIXABANK, S.A.",06/09/2007,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08663619
"VIVES TORRENTS, FRANCESC XAVIER",CONSEJERO,"CAIXABANK, S.A.",08/06/2008,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-08663619
"BALLVE LANTERO, PEDRO JOSE",PRESIDENTE,"CAMPOFRIO FOOD GROUP, S.A.",30/06/1992,12.402,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-09000928
"DE LA DEHESA ROMERO, GUILLERMO",CONSEJERO,"CAMPOFRIO FOOD GROUP, S.A.",21/03/1997,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-09000928
"GUIBELALDE IÑURRITEGUI, JUAN JOSE",CONSEJERO,"CAMPOFRIO FOOD GROUP, S.A.",30/06/1992,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-09000928
"LARRY POPE, CHARLES",CONSEJERO,"CAMPOFRIO FOOD GROUP, S.A.",16/12/2008,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-09000928
"LUTER IV , JOSEPH W.",CONSEJERO,"CAMPOFRIO FOOD GROUP, S.A.",25/02/2010,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-09000928
"MICHAEL KHAIRALLAH, KARIM",CONSEJERO,"CAMPOFRIO FOOD GROUP, S.A.",16/12/2008,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-09000928
"PETRIDES , YIANNIS",VICEPRESIDENTE,"CAMPOFRIO FOOD GROUP, S.A.",16/12/2008,0.020,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-09000928
"SAMUEL KRAMER, CALEB",CONSEJERO,"CAMPOFRIO FOOD GROUP, S.A.",16/12/2008,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-09000928
"SERRANO MARTIN, LUIS",CONSEJERO,"CAMPOFRIO FOOD GROUP, S.A.",30/06/2000,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-09000928
"SHARPE , ROBERT ALAIR",CONSEJERO,"CAMPOFRIO FOOD GROUP, S.A.",29/05/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-09000928
"AYUSO GARCIA, JOAQUIN",CONSEJERO,"BANKIA, S.A",25/05/2012,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-14010342
"CAMPO GARCIA, FRANCISCO JAVIER",CONSEJERO,"BANKIA, S.A",25/05/2012,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-14010342
"CASTILLO SANZ, EVA",CONSEJERO,"BANKIA, S.A",25/05/2012,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-14010342
"COSMEN MENENDEZ-CASTAÑEDO, JORGE",CONSEJERO,"BANKIA, S.A",25/05/2012,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-14010342
"FEITO HIGUERUELA, JOSE LUIS",CONSEJERO,"BANKIA, S.A",25/05/2012,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-14010342
"FERNANDEZ MENDEZ DE ANDES, FERNANDO",CONSEJERO,"BANKIA, S.A",25/05/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-14010342
"GOIRIGOLZARRI TELLAECHE, JOSE IGNACIO",PRESIDENTE,"BANKIA, S.A",09/05/2012,0.007,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-14010342
"LAFITA PARDO, ALFREDO",CONSEJERO,"BANKIA, S.A",08/06/2012,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-14010342
"RENGIFO ABBAD, ALVARO",CONSEJERO,"BANKIA, S.A",08/06/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-14010342
"SEVILLA ALVAREZ, JOSE",CONSEJERO,"BANKIA, S.A",25/05/2012,0.002,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-14010342
"ARNAU SIERRA, JOSE",VICEPRESIDENTE,"INDUSTRIA DE DISEÑO TEXTIL, S.A.",17/07/2012,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-15075062
"ESPINOSA DE LOS MONTEROS BERNALDO DE QUIROS, CARLOS",CONSEJERO,"INDUSTRIA DE DISEÑO TEXTIL, S.A.",17/07/2012,0.006,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-15075062
"GARTLER, S.L.",CONSEJERO,"INDUSTRIA DE DISEÑO TEXTIL, S.A.",12/12/2006,50.010,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-15075062
"ISLA ALVAREZ DE TEJERA, PABLO",PRESIDENTE-CONSEJERO DELEGADO,"INDUSTRIA DE DISEÑO TEXTIL, S.A.",19/07/2011,0.058,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-15075062
"MILLER , IRENE R.",CONSEJERO,"INDUSTRIA DE DISEÑO TEXTIL, S.A.",23/05/2001,0.002,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-15075062
"ORTEGA GAONA, AMANCIO",CONSEJERO,"INDUSTRIA DE DISEÑO TEXTIL, S.A.",23/05/2001,59.294,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-15075062
"SARACHO RODRIGUEZ DE TORRES, EMILIO",CONSEJERO,"INDUSTRIA DE DISEÑO TEXTIL, S.A.",13/07/2010,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-15075062
